id,sentence,target,target_index,target_lemma,target_pos,label
alp-fragment01_25_28,In these sections punishment will be understood to mean the infliction of pain and the review of the project will seek to demonstrate that the probation practice described is not only more demanding but also more effective than this traditional understanding of punishment .,described,28,describe,VERB,0
alp-fragment01_25_33,In these sections punishment will be understood to mean the infliction of pain and the review of the project will seek to demonstrate that the probation practice described is not only more demanding but also more effective than this traditional understanding of punishment .,demanding,33,demanding,ADJ,1
alp-fragment01_26_9,"At a time when the Home Secretary is inviting the Probation Service to ‘ move centre stage in the Criminal Justice System ’ ( NACRO , 1990 , p. 17 ) it may seem misguided and unnecessarily pedantic to take issue with the White Paper 's notion of punishment .",inviting,9,invite,VERB,1
alp-fragment01_26_15,"At a time when the Home Secretary is inviting the Probation Service to ‘ move centre stage in the Criminal Justice System ’ ( NACRO , 1990 , p. 17 ) it may seem misguided and unnecessarily pedantic to take issue with the White Paper 's notion of punishment .",move,15,move,VERB,1
alp-fragment01_26_34,"At a time when the Home Secretary is inviting the Probation Service to ‘ move centre stage in the Criminal Justice System ’ ( NACRO , 1990 , p. 17 ) it may seem misguided and unnecessarily pedantic to take issue with the White Paper 's notion of punishment .",seem,34,seem,VERB,0
alp-fragment01_26_40,"At a time when the Home Secretary is inviting the Probation Service to ‘ move centre stage in the Criminal Justice System ’ ( NACRO , 1990 , p. 17 ) it may seem misguided and unnecessarily pedantic to take issue with the White Paper 's notion of punishment .",take,40,take,VERB,1
alp-fragment01_27_15,Punishment is just a word after all : nothing more than convenient political rhetoric meriting only lip-service from probation managers and practitioners poised at the ‘ window of opportunity ’ .,meriting,15,merit,VERB,0
alp-fragment01_27_23,Punishment is just a word after all : nothing more than convenient political rhetoric meriting only lip-service from probation managers and practitioners poised at the ‘ window of opportunity ’ .,poised,23,poise,VERB,0
alp-fragment01_28_4,"However , this fails to acknowledge a fundamental axiom of social work practice ; namely that language not only reflects but also shapes social reality .",fails,4,fail,VERB,0
alp-fragment01_28_6,"However , this fails to acknowledge a fundamental axiom of social work practice ; namely that language not only reflects but also shapes social reality .",acknowledge,6,acknowledge,VERB,0
alp-fragment01_28_20,"However , this fails to acknowledge a fundamental axiom of social work practice ; namely that language not only reflects but also shapes social reality .",reflects,20,reflect,VERB,1
alp-fragment01_28_23,"However , this fails to acknowledge a fundamental axiom of social work practice ; namely that language not only reflects but also shapes social reality .",shapes,23,shape,VERB,1
alp-fragment01_29_7,"As Davies ( 1981 ) has pointed out , speech is the basic tool of the social worker .",pointed,7,point,VERB,1
alp-fragment01_30_3,"What we say influences what we think and in turn , what we do .",say,3,say,VERB,0
alp-fragment01_30_7,"What we say influences what we think and in turn , what we do .",think,7,think,VERB,0
alp-fragment01_31_4,If punishment is assimilated into the probation glossary it will inevitably influence the sort of practice the Service undertakes .,assimilated,4,assimilate,VERB,1
alp-fragment01_31_12,If punishment is assimilated into the probation glossary it will inevitably influence the sort of practice the Service undertakes .,influence,12,influence,VERB,0
alp-fragment01_32_5,"In the sections to follow the stark question is therefore put ‘ Is the Probation Service in the business of inflicting pain ? ’ and the answer which unfolds may be summarized ‘ No , because it neither aspires nor wishes to ! ’",follow,5,follow,VERB,1
alp-fragment01_32_11,"In the sections to follow the stark question is therefore put ‘ Is the Probation Service in the business of inflicting pain ? ’ and the answer which unfolds may be summarized ‘ No , because it neither aspires nor wishes to ! ’",put,11,put,VERB,1
alp-fragment01_32_21,"In the sections to follow the stark question is therefore put ‘ Is the Probation Service in the business of inflicting pain ? ’ and the answer which unfolds may be summarized ‘ No , because it neither aspires nor wishes to ! ’",inflicting,21,inflict,VERB,0
alp-fragment01_32_29,"In the sections to follow the stark question is therefore put ‘ Is the Probation Service in the business of inflicting pain ? ’ and the answer which unfolds may be summarized ‘ No , because it neither aspires nor wishes to ! ’",unfolds,29,unfold,VERB,1
alp-fragment01_32_32,"In the sections to follow the stark question is therefore put ‘ Is the Probation Service in the business of inflicting pain ? ’ and the answer which unfolds may be summarized ‘ No , because it neither aspires nor wishes to ! ’",summarized,32,summarize,VERB,0
alp-fragment01_32_39,"In the sections to follow the stark question is therefore put ‘ Is the Probation Service in the business of inflicting pain ? ’ and the answer which unfolds may be summarized ‘ No , because it neither aspires nor wishes to ! ’",aspires,39,aspire,VERB,1
alp-fragment01_32_41,"In the sections to follow the stark question is therefore put ‘ Is the Probation Service in the business of inflicting pain ? ’ and the answer which unfolds may be summarized ‘ No , because it neither aspires nor wishes to ! ’",wishes,41,wish,VERB,1
alp-fragment01_34_8,Government concern about the problem of drink-related offending is as old as the Probation Service .,offending,8,offending,NOUN,0
alp-fragment01_35_9,"Indeed , as Bochel ( 1976 ) has shown , the establishment of a Probation Service in England and Wales was inextricably linked with work undertaken with offenders in trouble through drink .",shown,9,show,VERB,1
alp-fragment01_35_23,"Indeed , as Bochel ( 1976 ) has shown , the establishment of a Probation Service in England and Wales was inextricably linked with work undertaken with offenders in trouble through drink .",linked,23,link,VERB,1
alp-fragment01_35_26,"Indeed , as Bochel ( 1976 ) has shown , the establishment of a Probation Service in England and Wales was inextricably linked with work undertaken with offenders in trouble through drink .",undertaken,26,undertake,VERB,0
alp-fragment01_36_13,Almost a century later the new approach to punishment in the community outlined by the White Paper once again presents alcohol misuse as a key problem requiring community-based intervention .,outlined,13,outline,VERB,1
alp-fragment01_36_20,Almost a century later the new approach to punishment in the community outlined by the White Paper once again presents alcohol misuse as a key problem requiring community-based intervention .,presents,20,present,VERB,1
alp-fragment01_36_27,Almost a century later the new approach to punishment in the community outlined by the White Paper once again presents alcohol misuse as a key problem requiring community-based intervention .,requiring,27,require,VERB,0
alp-fragment01_37_12,"‘ Alcohol ’ , the White Paper states , ‘ is implicated in a wide variety of crimes , drunken driving , offences of public disorder and domestic violence ’ ( p. 21 , para. 4. 14 ) .",implicated,12,implicate,VERB,0
alp-fragment01_38_2,In describing its vision of effective supervision the White Paper goes on to note :,describing,2,describe,VERB,1
alp-fragment01_38_11,In describing its vision of effective supervision the White Paper goes on to note :,goes,11,go,VERB,1
alp-fragment01_38_14,In describing its vision of effective supervision the White Paper goes on to note :,note,14,note,VERB,1
alp-fragment01_39_2,offenders take part in alcohol education programmes so that they can learn to drink sensibly .,take,2,take,VERB,1
alp-fragment01_39_12,offenders take part in alcohol education programmes so that they can learn to drink sensibly .,learn,12,learn,VERB,0
alp-fragment01_39_14,offenders take part in alcohol education programmes so that they can learn to drink sensibly .,drink,14,drink,VERB,0
alp-fragment01_40_2,"They learn about the relative strength of different drinks , the amount which is safe to consume , and the pitfalls to avoid ( e.g. competitive drinking and buying ‘ rounds ’ ) ( p. 37 , para. 7.11 ) .",learn,2,learn,VERB,0
alp-fragment01_40_17,"They learn about the relative strength of different drinks , the amount which is safe to consume , and the pitfalls to avoid ( e.g. competitive drinking and buying ‘ rounds ’ ) ( p. 37 , para. 7.11 ) .",consume,17,consume,VERB,0
alp-fragment01_40_23,"They learn about the relative strength of different drinks , the amount which is safe to consume , and the pitfalls to avoid ( e.g. competitive drinking and buying ‘ rounds ’ ) ( p. 37 , para. 7.11 ) .",avoid,23,avoid,VERB,0
alp-fragment01_40_29,"They learn about the relative strength of different drinks , the amount which is safe to consume , and the pitfalls to avoid ( e.g. competitive drinking and buying ‘ rounds ’ ) ( p. 37 , para. 7.11 ) .",buying,29,buy,VERB,0
alp-fragment01_42_4,However it does provide a useful introduction to the origins of the Alcohol Education Course reported here .,provide,4,provide,VERB,1
alp-fragment01_42_16,However it does provide a useful introduction to the origins of the Alcohol Education Course reported here .,reported,16,report,VERB,0
alp-fragment01_43_4,"Furthermore , it highlights the suitability of referring to this type of project for testing out the appropriateness of applying the notion of punishment to probation practice .",highlights,4,highlight,VERB,1
alp-fragment01_43_8,"Furthermore , it highlights the suitability of referring to this type of project for testing out the appropriateness of applying the notion of punishment to probation practice .",referring,8,refer,VERB,0
alp-fragment01_43_15,"Furthermore , it highlights the suitability of referring to this type of project for testing out the appropriateness of applying the notion of punishment to probation practice .",testing,15,test,VERB,1
alp-fragment01_43_20,"Furthermore , it highlights the suitability of referring to this type of project for testing out the appropriateness of applying the notion of punishment to probation practice .",applying,20,apply,VERB,1
alp-fragment01_44_10,"In 1985 the management of Somerset Probation Service was faced with the fact that nearly one in three of the offenders supervised in their area were either known to be or suspected of misusing alcohol ( Singer , 1985 ) .",faced,10,face,VERB,1
alp-fragment01_44_22,"In 1985 the management of Somerset Probation Service was faced with the fact that nearly one in three of the offenders supervised in their area were either known to be or suspected of misusing alcohol ( Singer , 1985 ) .",supervised,22,supervise,VERB,0
alp-fragment01_44_28,"In 1985 the management of Somerset Probation Service was faced with the fact that nearly one in three of the offenders supervised in their area were either known to be or suspected of misusing alcohol ( Singer , 1985 ) .",known,28,know,VERB,0
alp-fragment01_44_32,"In 1985 the management of Somerset Probation Service was faced with the fact that nearly one in three of the offenders supervised in their area were either known to be or suspected of misusing alcohol ( Singer , 1985 ) .",suspected,32,suspect,VERB,0
alp-fragment01_44_34,"In 1985 the management of Somerset Probation Service was faced with the fact that nearly one in three of the offenders supervised in their area were either known to be or suspected of misusing alcohol ( Singer , 1985 ) .",misusing,34,misuse,VERB,0
alp-fragment01_45_11,"Aware of practitioners ' frustration in not being able to work effectively with these problematic clients , Probation management , in partnership with the voluntary sector , determined to develop an Alcohol Education Course ( AEC ) .",work,11,work,VERB,0
alp-fragment01_45_28,"Aware of practitioners ' frustration in not being able to work effectively with these problematic clients , Probation management , in partnership with the voluntary sector , determined to develop an Alcohol Education Course ( AEC ) .",determined,28,determine,VERB,0
alp-fragment01_45_30,"Aware of practitioners ' frustration in not being able to work effectively with these problematic clients , Probation management , in partnership with the voluntary sector , determined to develop an Alcohol Education Course ( AEC ) .",develop,30,develop,VERB,0
alp-fragment01_46_10,"By 1986 , when social inquiry report monitoring information covering 1,257 offenders indicated that the problem of drink-related offending was virtually as great for pre- as for post-sentence clients , that is , alcohol was cited as a pre-offence problem in twenty-nine per cent of cases , a specialist project worker had been appointed .",covering,10,cover,VERB,1
alp-fragment01_46_13,"By 1986 , when social inquiry report monitoring information covering 1,257 offenders indicated that the problem of drink-related offending was virtually as great for pre- as for post-sentence clients , that is , alcohol was cited as a pre-offence problem in twenty-nine per cent of cases , a specialist project worker had been appointed .",indicated,13,indicate,VERB,0
alp-fragment01_46_19,"By 1986 , when social inquiry report monitoring information covering 1,257 offenders indicated that the problem of drink-related offending was virtually as great for pre- as for post-sentence clients , that is , alcohol was cited as a pre-offence problem in twenty-nine per cent of cases , a specialist project worker had been appointed .",offending,19,offending,NOUN,0
alp-fragment01_46_36,"By 1986 , when social inquiry report monitoring information covering 1,257 offenders indicated that the problem of drink-related offending was virtually as great for pre- as for post-sentence clients , that is , alcohol was cited as a pre-offence problem in twenty-nine per cent of cases , a specialist project worker had been appointed .",cited,36,cite,VERB,0
alp-fragment01_46_54,"By 1986 , when social inquiry report monitoring information covering 1,257 offenders indicated that the problem of drink-related offending was virtually as great for pre- as for post-sentence clients , that is , alcohol was cited as a pre-offence problem in twenty-nine per cent of cases , a specialist project worker had been appointed .",appointed,54,appoint,VERB,0
alp-fragment01_47_9,Towards the end of 1986 an AEC was launched and has been running ever since .,launched,9,launch,VERB,1
alp-fragment01_47_13,Towards the end of 1986 an AEC was launched and has been running ever since .,running,13,run,VERB,1
alp-fragment01_48_8,The aim of the course is to educate offenders about alcohol to facilitate a lasting change in their subsequent use of this drug .,educate,8,educate,VERB,0
alp-fragment01_48_13,The aim of the course is to educate offenders about alcohol to facilitate a lasting change in their subsequent use of this drug .,facilitate,13,facilitate,VERB,0
alp-fragment01_49_4,"This aim is underpinned by three interrelated objectives and it is not without significance how they complement and serve to implement the White Paper 's own trinity of ‘ aims of supervision ’ , that is , protection of the public , prevention of reoffending and successful reintegration of the offender in the community ( p. 35 , para. 7.3 ) .",underpinned,4,underpin,VERB,1
alp-fragment01_49_17,"This aim is underpinned by three interrelated objectives and it is not without significance how they complement and serve to implement the White Paper 's own trinity of ‘ aims of supervision ’ , that is , protection of the public , prevention of reoffending and successful reintegration of the offender in the community ( p. 35 , para. 7.3 ) .",complement,17,complement,VERB,0
alp-fragment01_49_19,"This aim is underpinned by three interrelated objectives and it is not without significance how they complement and serve to implement the White Paper 's own trinity of ‘ aims of supervision ’ , that is , protection of the public , prevention of reoffending and successful reintegration of the offender in the community ( p. 35 , para. 7.3 ) .",serve,19,serve,VERB,1
alp-fragment01_49_21,"This aim is underpinned by three interrelated objectives and it is not without significance how they complement and serve to implement the White Paper 's own trinity of ‘ aims of supervision ’ , that is , protection of the public , prevention of reoffending and successful reintegration of the offender in the community ( p. 35 , para. 7.3 ) .",implement,21,implement,VERB,0
alp-fragment01_52_2,To increase knowledge about alcohol so that future alcohol use can be more informed and therefore more prudent .,increase,2,increase,VERB,1
alp-fragment01_54_2,To instil or reinforce responsible drinking attitudes and behaviour .,instil,2,instil,VERB,0
alp-fragment01_54_4,To instil or reinforce responsible drinking attitudes and behaviour .,reinforce,4,reinforce,VERB,1
alp-fragment01_56_2,"To encourage the maintenance of , or , where appropriate , a reduction to a personally and socially safe level of alcohol unit intake .",encourage,2,encourage,VERB,1
alp-fragment01_57_2,"To meet these objectives the AEC has a structured programme involving group and individual contact , that is , six group sessions sandwiched between one-to-one interviews held immediately before and after the group .",meet,2,meet,VERB,1
alp-fragment01_57_11,"To meet these objectives the AEC has a structured programme involving group and individual contact , that is , six group sessions sandwiched between one-to-one interviews held immediately before and after the group .",involving,11,involve,VERB,0
alp-fragment01_57_23,"To meet these objectives the AEC has a structured programme involving group and individual contact , that is , six group sessions sandwiched between one-to-one interviews held immediately before and after the group .",sandwiched,23,sandwich,VERB,1
alp-fragment01_57_27,"To meet these objectives the AEC has a structured programme involving group and individual contact , that is , six group sessions sandwiched between one-to-one interviews held immediately before and after the group .",held,27,hold,VERB,1
alp-fragment01_58_6,"The initial one-to-one meeting , held with one of the two group leaders , serves to clarify what participants can expect from the course and what is expected of them .",held,6,hold,VERB,1
alp-fragment01_58_15,"The initial one-to-one meeting , held with one of the two group leaders , serves to clarify what participants can expect from the course and what is expected of them .",serves,15,serve,VERB,1
alp-fragment01_58_17,"The initial one-to-one meeting , held with one of the two group leaders , serves to clarify what participants can expect from the course and what is expected of them .",clarify,17,clarify,VERB,0
alp-fragment01_58_21,"The initial one-to-one meeting , held with one of the two group leaders , serves to clarify what participants can expect from the course and what is expected of them .",expect,21,expect,VERB,0
alp-fragment01_58_28,"The initial one-to-one meeting , held with one of the two group leaders , serves to clarify what participants can expect from the course and what is expected of them .",expected,28,expect,VERB,0
alp-fragment01_59_5,A standard contract which covers conditions of attendance and an agreement to complete various assignments between group sessions is signed by each participant .,covers,5,cover,VERB,1
alp-fragment01_59_13,A standard contract which covers conditions of attendance and an agreement to complete various assignments between group sessions is signed by each participant .,complete,13,complete,VERB,0
alp-fragment01_59_20,A standard contract which covers conditions of attendance and an agreement to complete various assignments between group sessions is signed by each participant .,signed,20,sign,VERB,0
alp-fragment01_60_4,"The final interview entails a personalized review of the course , as well as the formulation of a follow-up plan to be undertaken with the offender 's supervising officer .",entails,4,entail,VERB,1
alp-fragment01_60_23,"The final interview entails a personalized review of the course , as well as the formulation of a follow-up plan to be undertaken with the offender 's supervising officer .",undertaken,23,undertake,VERB,0
alp-fragment01_60_28,"The final interview entails a personalized review of the course , as well as the formulation of a follow-up plan to be undertaken with the offender 's supervising officer .",supervising,28,supervise,VERB,0
alp-fragment01_61_3,"The course employs a variety of materials and techniques including the use of checklists , magazine and newspaper clippings , quizzes , videos , brainstorm exercises , discussions , drink diaries , and role plays ( Menary , 1986 ) .",employs,3,employ,VERB,1
alp-fragment01_61_10,"The course employs a variety of materials and techniques including the use of checklists , magazine and newspaper clippings , quizzes , videos , brainstorm exercises , discussions , drink diaries , and role plays ( Menary , 1986 ) .",including,10,include,VERB,1
alp-fragment01_62_5,The AEC is primarily intended for young adults subject to a probation order with a special condition of attendance ( Schedule 11 4A(II) Criminal Justice Act 1982 ) and reflects the fact that most Somerset offenders in trouble through drink commit serious offences and/or possess a substantial number of previous convictions .,intended,5,intend,VERB,0
alp-fragment01_62_21,The AEC is primarily intended for young adults subject to a probation order with a special condition of attendance ( Schedule 11 4A(II) Criminal Justice Act 1982 ) and reflects the fact that most Somerset offenders in trouble through drink commit serious offences and/or possess a substantial number of previous convictions .,Schedule,21,Schedule,PROPN,0
alp-fragment01_62_30,The AEC is primarily intended for young adults subject to a probation order with a special condition of attendance ( Schedule 11 4A(II) Criminal Justice Act 1982 ) and reflects the fact that most Somerset offenders in trouble through drink commit serious offences and/or possess a substantial number of previous convictions .,reflects,30,reflect,VERB,1
alp-fragment01_62_41,The AEC is primarily intended for young adults subject to a probation order with a special condition of attendance ( Schedule 11 4A(II) Criminal Justice Act 1982 ) and reflects the fact that most Somerset offenders in trouble through drink commit serious offences and/or possess a substantial number of previous convictions .,commit,41,commit,VERB,1
alp-fragment01_62_45,The AEC is primarily intended for young adults subject to a probation order with a special condition of attendance ( Schedule 11 4A(II) Criminal Justice Act 1982 ) and reflects the fact that most Somerset offenders in trouble through drink commit serious offences and/or possess a substantial number of previous convictions .,possess,45,possess,VERB,0
alp-fragment01_63_10,"In short , they are seriously at risk of committing further offences and becoming trapped in the revolving door of custody .",committing,10,commit,VERB,1
alp-fragment01_63_14,"In short , they are seriously at risk of committing further offences and becoming trapped in the revolving door of custody .",becoming,14,becoming,AUX,0
alp-fragment01_64_11,The development of the Somerset AEC both accords with and constitutes a practical example of the Home Office 's recent guidance to sentencers :,constitutes,11,constitute,VERB,0
alp-fragment01_65_8,In recent years the probation service has devoted increasing resources to supervising the more serious and persistent offenders .,devoted,8,devote,VERB,0
alp-fragment01_65_9,In recent years the probation service has devoted increasing resources to supervising the more serious and persistent offenders .,increasing,9,increase,VERB,0
alp-fragment01_65_12,In recent years the probation service has devoted increasing resources to supervising the more serious and persistent offenders .,supervising,12,supervise,VERB,1
alp-fragment01_66_5,"Probation orders which are combined with constructive , disciplined and effective programmes of supervision are increasingly being used for offenders who stand to receive custodial sentences ( 1990b , p. 35 ) .",combined,5,combine,VERB,1
alp-fragment01_66_18,"Probation orders which are combined with constructive , disciplined and effective programmes of supervision are increasingly being used for offenders who stand to receive custodial sentences ( 1990b , p. 35 ) .",used,18,use,VERB,0
alp-fragment01_66_22,"Probation orders which are combined with constructive , disciplined and effective programmes of supervision are increasingly being used for offenders who stand to receive custodial sentences ( 1990b , p. 35 ) .",stand,22,stand,VERB,1
alp-fragment01_66_24,"Probation orders which are combined with constructive , disciplined and effective programmes of supervision are increasingly being used for offenders who stand to receive custodial sentences ( 1990b , p. 35 ) .",receive,24,receive,VERB,0
alp-fragment01_67_8,From the description of the AEC already given the demanding and disciplined nature of the course can be appreciated .,given,8,give,VERB,1
alp-fragment01_67_10,From the description of the AEC already given the demanding and disciplined nature of the course can be appreciated .,demanding,10,demanding,ADJ,1
alp-fragment01_67_19,From the description of the AEC already given the demanding and disciplined nature of the course can be appreciated .,appreciated,19,appreciate,VERB,0
alp-fragment01_68_12,"However , the course is not punitive ; it is not concerned with the infliction of pain .",concerned,12,concern,VERB,1
alp-fragment01_69_5,"Instead , it is concerned with the establishment of rules .",concerned,5,concern,VERB,1
alp-fragment01_70_11,This is plainly evident from the section of the contract signed by each participant where what is expected of them is spelt out :,signed,11,sign,VERB,0
alp-fragment01_70_18,This is plainly evident from the section of the contract signed by each participant where what is expected of them is spelt out :,expected,18,expect,VERB,0
alp-fragment01_70_22,This is plainly evident from the section of the contract signed by each participant where what is expected of them is spelt out :,spelt,22,spell,VERB,1
alp-fragment01_71_4,"You will be expected to keep a drink diary throughout the course , and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels .",expected,4,expect,VERB,0
alp-fragment01_71_6,"You will be expected to keep a drink diary throughout the course , and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels .",keep,6,keep,VERB,0
alp-fragment01_71_15,"You will be expected to keep a drink diary throughout the course , and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels .",make,15,make,VERB,1
alp-fragment01_71_18,"You will be expected to keep a drink diary throughout the course , and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels .",reducing,18,reduce,VERB,0
alp-fragment01_71_22,"You will be expected to keep a drink diary throughout the course , and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels .",drink,22,drink,VERB,0
alp-fragment01_71_28,"You will be expected to keep a drink diary throughout the course , and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels .",accepted,28,accept,VERB,0
alp-fragment01_72_7,You must be willing to be helped and help others — your experiences will be useful to other group members .,helped,7,help,VERB,0
alp-fragment01_72_9,You must be willing to be helped and help others — your experiences will be useful to other group members .,help,9,help,VERB,0
alp-fragment01_73_3,"You must attend 8 sessions ( these will consist of : an introductory session , six group sessions and a final assessment interview ) .",attend,3,attend,VERB,0
alp-fragment01_73_9,"You must attend 8 sessions ( these will consist of : an introductory session , six group sessions and a final assessment interview ) .",consist,9,consist,VERB,0
alp-fragment01_74_4,You must not drink before the session .,drink,4,drink,VERB,0
alp-fragment01_75_9,You must be on time — lateness will count as an absence .,count,9,count,VERB,1
alp-fragment01_76_10,"Unlike the prison inmate , AEC participants can not sit back and passively do their time .",sit,10,sit,VERB,1
alp-fragment01_77_9,"Probation practice is not , however , solely concerned with the establishment of rules .",concerned,9,concern,VERB,1
alp-fragment01_78_4,"As has been demonstrated elsewhere with regard to the generic probation setting ( Singer , 1989 ) , the supervision of offenders involves two overarching aims : namely support and surveillance .",demonstrated,4,demonstrate,VERB,0
alp-fragment01_78_23,"As has been demonstrated elsewhere with regard to the generic probation setting ( Singer , 1989 ) , the supervision of offenders involves two overarching aims : namely support and surveillance .",involves,23,involve,VERB,0
alp-fragment01_79_2,Support refers to anything which is said or done to help the offender solve or mitigate their personal or social problems : surveillance to anything which is said or done to induce the offender to conform to socially acceptable standards of behaviour .,refers,2,refer,VERB,0
alp-fragment01_79_7,Support refers to anything which is said or done to help the offender solve or mitigate their personal or social problems : surveillance to anything which is said or done to induce the offender to conform to socially acceptable standards of behaviour .,said,7,say,VERB,0
alp-fragment01_79_11,Support refers to anything which is said or done to help the offender solve or mitigate their personal or social problems : surveillance to anything which is said or done to induce the offender to conform to socially acceptable standards of behaviour .,help,11,help,VERB,0
alp-fragment01_79_14,Support refers to anything which is said or done to help the offender solve or mitigate their personal or social problems : surveillance to anything which is said or done to induce the offender to conform to socially acceptable standards of behaviour .,solve,14,solve,VERB,0
alp-fragment01_79_16,Support refers to anything which is said or done to help the offender solve or mitigate their personal or social problems : surveillance to anything which is said or done to induce the offender to conform to socially acceptable standards of behaviour .,mitigate,16,mitigate,VERB,0
alp-fragment01_79_28,Support refers to anything which is said or done to help the offender solve or mitigate their personal or social problems : surveillance to anything which is said or done to induce the offender to conform to socially acceptable standards of behaviour .,said,28,say,VERB,0
alp-fragment01_79_32,Support refers to anything which is said or done to help the offender solve or mitigate their personal or social problems : surveillance to anything which is said or done to induce the offender to conform to socially acceptable standards of behaviour .,induce,32,induce,VERB,0
alp-fragment01_79_36,Support refers to anything which is said or done to help the offender solve or mitigate their personal or social problems : surveillance to anything which is said or done to induce the offender to conform to socially acceptable standards of behaviour .,conform,36,conform,VERB,0
alp-fragment01_80_4,These aims are implemented through the practice of four distinguishable but related methods .,implemented,4,implement,VERB,0
alp-fragment01_81_8,"In terms of support , there is counselling and assisting : in terms of surveillance , there is directing and monitoring .",counselling,8,counselling,NOUN,0
alp-fragment01_81_10,"In terms of support , there is counselling and assisting : in terms of surveillance , there is directing and monitoring .",assisting,10,assist,VERB,0
alp-fragment01_82_7,Each of these four methods are employed during the eight sessions .,employed,7,employ,VERB,1
alp-fragment01_83_2,"Although summarized as an alcohol education course , the sessions are not just concerned with giving information but also with enabling participants to make practical use of it .",summarized,2,summarize,VERB,0
alp-fragment01_83_14,"Although summarized as an alcohol education course , the sessions are not just concerned with giving information but also with enabling participants to make practical use of it .",concerned,14,concern,VERB,1
alp-fragment01_83_16,"Although summarized as an alcohol education course , the sessions are not just concerned with giving information but also with enabling participants to make practical use of it .",giving,16,give,VERB,1
alp-fragment01_83_21,"Although summarized as an alcohol education course , the sessions are not just concerned with giving information but also with enabling participants to make practical use of it .",enabling,21,enable,VERB,0
alp-fragment01_83_24,"Although summarized as an alcohol education course , the sessions are not just concerned with giving information but also with enabling participants to make practical use of it .",make,24,make,VERB,1
alp-fragment01_84_10,"In the first group session the counselling method is registered in the course tutor 's notes ( Menary , 1986 ) by the explanation : ‘ This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past ’ ( p. 3 ) .",registered,10,register,VERB,0
alp-fragment01_84_29,"In the first group session the counselling method is registered in the course tutor 's notes ( Menary , 1986 ) by the explanation : ‘ This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past ’ ( p. 3 ) .",aims,29,aim,VERB,1
alp-fragment01_84_31,"In the first group session the counselling method is registered in the course tutor 's notes ( Menary , 1986 ) by the explanation : ‘ This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past ’ ( p. 3 ) .",get,31,get,VERB,1
alp-fragment01_84_34,"In the first group session the counselling method is registered in the course tutor 's notes ( Menary , 1986 ) by the explanation : ‘ This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past ’ ( p. 3 ) .",consider,34,consider,VERB,0
alp-fragment01_84_44,"In the first group session the counselling method is registered in the course tutor 's notes ( Menary , 1986 ) by the explanation : ‘ This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past ’ ( p. 3 ) .",thought,44,think,VERB,0
alp-fragment01_85_10,During this session the importance of monitoring is also emphasized :,emphasized,10,emphasize,VERB,1
alp-fragment01_86_3,"Drinks exercises introduce the notion of measurement , concentration of alcohol content ; information which will be necessary to carry out the recording of alcohol consumption throughout the duration of the course ( p. 3 ) .",introduce,3,introduce,VERB,1
alp-fragment01_86_20,"Drinks exercises introduce the notion of measurement , concentration of alcohol content ; information which will be necessary to carry out the recording of alcohol consumption throughout the duration of the course ( p. 3 ) .",carry,20,carry,VERB,0
alp-fragment01_87_6,"In the fifth group session entitled ‘ Focus on the Individual ’ , the counselling and the monitoring combine with the directing and assisting methods .",entitled,6,entitle,VERB,0
alp-fragment01_87_19,"In the fifth group session entitled ‘ Focus on the Individual ’ , the counselling and the monitoring combine with the directing and assisting methods .",combine,19,combine,VERB,0
alp-fragment01_87_24,"In the fifth group session entitled ‘ Focus on the Individual ’ , the counselling and the monitoring combine with the directing and assisting methods .",assisting,24,assisting,NOUN,0
alp-fragment01_88_11,At the start of the session the tutor 's notes make clear that directing extends beyond enforcing the conditions of attendance :,make,11,make,VERB,1
alp-fragment01_88_15,At the start of the session the tutor 's notes make clear that directing extends beyond enforcing the conditions of attendance :,extends,15,extend,VERB,1
alp-fragment01_88_17,At the start of the session the tutor 's notes make clear that directing extends beyond enforcing the conditions of attendance :,enforcing,17,enforce,VERB,0
alp-fragment01_89_3,This session allows for an in depth examination of the drinking diaries over the last five weeks — identifying the risky circumstances or situations … .,allows,3,allow,VERB,1
alp-fragment01_89_19,This session allows for an in depth examination of the drinking diaries over the last five weeks — identifying the risky circumstances or situations … .,identifying,19,identify,VERB,0
alp-fragment01_90_11,The aim at the end of the session is to encourage participants to make rules for their future drinking which will lead to a lessening of identified problems ( p. 4 ) .,encourage,11,encourage,VERB,0
alp-fragment01_90_14,The aim at the end of the session is to encourage participants to make rules for their future drinking which will lead to a lessening of identified problems ( p. 4 ) .,make,14,make,VERB,1
alp-fragment01_90_22,The aim at the end of the session is to encourage participants to make rules for their future drinking which will lead to a lessening of identified problems ( p. 4 ) .,lead,22,lead,VERB,1
